heure_estimee,complexite,priorite,tache,experience_technicien,meteo,saison,duree_reelle
1,1,1,18,1.63,2,1,1.7
1,3,3,24,0.66,0,0,0.5
2,1,3,16,1.75,2,2,4.08
2,1,1,21,1.26,0,3,2.56
1,3,3,25,0.89,3,3,7.59
1,2,2,16,1.98,1,3,3.07
2,1,2,19,1.4,2,3,6.55
1,2,4,4,1.89,1,2,2.07
1,1,4,6,1.55,2,3,4.05
1,3,3,7,1.55,2,0,4.05
2,2,2,22,0.6,2,1,2.43
1,2,3,23,1.78,3,1,3.35
1,3,3,20,1.91,2,3,3.7
2,3,1,12,1.32,3,2,7.94
3,1,3,5,0.78,1,3,5.3
3,1,1,22,0.58,2,0,6.02
3,3,3,19,1.09,3,2,6.59
2,3,3,5,1.71,2,0,3.15
2,2,2,18,0.64,3,1,2.97
1,3,4,20,1.43,0,1,0.5
4,1,3,4,1.84,0,3,2.4
2,1,1,12,1.85,3,1,3.79
3,1,2,16,0.79,1,2,2.51
4,2,3,10,1.6,3,2,8.24
3,1,1,15,1.92,3,3,7.63
1,1,4,17,1.43,2,1,1.11
4,3,1,1,1.05,2,0,7.46
4,3,1,24,0.82,3,0,7.65
3,3,1,19,1.25,1,2,6.45
3,1,4,2,1.04,0,0,0.5
3,2,1,5,1.15,1,0,2.08
1,3,2,20,0.81,2,1,2.1
2,3,1,15,1.54,3,0,6.74
1,3,2,14,1.72,3,2,6.58
3,3,3,4,1.5,3,3,8.86
4,3,3,0,1.14,3,1,5.92
3,2,3,9,1.32,2,0,5.5
1,1,3,21,1.28,0,0,0.5
4,1,3,17,1.53,0,0,0.51
4,1,3,7,1.58,1,3,4.11
1,3,3,9,1.79,1,2,2.61
2,2,4,7,1.94,3,1,2.39
4,3,2,5,1.98,0,3,6.73
2,3,4,3,1.96,0,3,1.8
4,3,3,16,1.75,0,1,1.3
3,3,4,20,1.93,3,1,5.21
4,2,4,22,0.79,2,2,6.08
1,1,3,12,1.71,3,0,1.67
2,2,4,6,0.83,1,0,2.81
3,1,4,24,0.91,2,3,5.32
3,2,2,14,1.6,2,1,4.87
3,2,2,5,0.63,2,3,7.08
4,3,3,8,0.66,2,0,7.5
3,3,2,19,0.96,0,3,4.7
3,2,2,5,2.0,0,0,0.5
4,1,4,6,1.58,0,3,4.49
4,3,2,19,0.78,2,3,9.61
1,1,4,11,1.18,0,0,0.5
1,3,2,5,0.92,0,0,1.42
2,1,1,8,1.79,3,3,7.37
4,1,3,24,1.27,3,3,6.71
2,2,1,6,1.36,3,3,5.87
2,3,2,4,0.68,2,1,5.21
4,1,1,13,1.32,0,2,4.76
4,1,1,7,1.73,0,2,2.84
2,2,1,2,0.92,0,2,3.73
2,3,1,20,0.99,0,3,5.36
1,3,4,21,1.1,3,1,3.28
1,3,2,10,0.98,2,0,4.44
1,2,2,16,0.78,1,2,1.42
2,3,2,25,1.61,1,3,5.81
3,1,4,9,1.24,2,2,4.61
1,2,1,12,0.57,0,1,0.5
3,1,3,24,1.27,1,0,2.78
2,1,2,6,1.92,0,2,1.22
2,2,2,15,1.33,1,0,1.14
1,2,3,7,1.38,3,0,4.13
3,2,2,22,1.32,3,0,6.12
1,3,2,19,1.04,1,0,2.58
1,3,3,13,1.4,1,2,3.2
2,3,2,11,0.95,0,0,1.96
2,1,4,17,0.67,1,0,2.12
4,2,2,4,1.47,1,3,6.61
4,3,1,9,1.93,0,2,4.56
3,3,1,22,1.42,3,0,6.03
2,2,2,18,1.82,3,3,6.82
3,2,1,24,0.77,3,1,6.17
4,2,4,17,1.07,1,3,5.21
1,1,1,5,1.78,2,2,2.85
4,1,4,18,1.99,0,3,3.4
2,1,2,25,1.8,0,1,0.5
4,2,3,25,0.88,0,0,2.5
4,1,4,5,1.72,2,3,5.33
3,1,2,25,1.58,3,0,4.7
1,2,4,2,1.59,0,0,0.5
3,2,3,24,1.4,1,1,0.71
3,2,4,15,0.8,3,0,7.19
3,1,1,19,0.68,3,1,5.79
1,3,4,3,1.96,1,1,0.5
3,1,2,22,1.71,0,1,0.5
4,1,2,11,0.75,2,3,9.1
2,1,2,10,1.32,0,3,1.33
3,1,2,1,0.67,1,2,4.78
2,2,4,20,0.69,2,3,6.34
2,1,2,12,0.5,2,0,4.63
3,2,3,0,1.46,1,0,2.38
4,1,2,22,0.72,0,1,2.2
4,1,4,16,0.94,1,3,6.22
4,2,3,20,0.52,0,2,2.94
2,3,4,9,1.18,3,3,8.6
2,3,3,18,1.16,2,3,5.34
2,2,3,12,1.27,3,1,4.59
1,3,1,13,0.6,3,1,5.74
1,2,2,17,1.21,1,0,1.88
2,2,3,15,1.65,0,3,3.14
2,3,1,19,0.6,2,0,5.43
2,3,4,19,1.05,1,2,3.64
4,3,1,0,0.61,2,0,8.34
2,2,2,21,1.02,0,0,1.82
2,2,1,25,0.72,0,2,1.35
2,3,4,20,1.56,2,2,5.91
4,2,3,16,0.82,0,0,3.13
1,1,4,25,1.16,3,1,2.98
2,3,3,2,0.6,0,2,1.95
3,2,1,23,1.16,2,1,5.24
2,3,1,5,1.89,2,3,6.62
3,2,1,3,1.04,0,2,4.12
3,2,4,20,0.63,2,2,6.78
3,2,4,16,1.26,3,3,8.59
2,1,2,3,1.23,1,2,3.07
3,1,1,0,1.73,3,2,7.04
4,3,2,8,1.0,0,2,5.24
3,3,3,13,0.88,2,2,6.69
4,2,2,17,0.7,3,3,10.59
2,2,3,12,0.91,1,0,0.76
2,2,4,12,0.99,3,0,3.97
3,3,3,13,1.64,0,1,2.59
1,3,2,22,1.96,3,3,6.92
2,3,4,3,0.54,1,3,5.75
4,1,3,8,1.74,2,1,4.97
2,2,4,22,1.07,3,0,3.14
4,1,4,10,0.79,0,3,4.33
2,3,1,19,1.87,3,0,6.84
1,2,2,23,1.42,1,3,1.51
1,2,1,5,0.95,1,2,2.8
3,1,1,22,1.51,3,1,4.13
2,1,3,22,1.75,1,0,0.5
2,3,2,2,1.37,1,0,3.47
4,1,2,15,0.77,0,3,3.98
3,3,3,16,1.07,1,2,4.67
4,1,4,11,1.94,0,3,3.89
1,2,3,13,1.73,3,1,3.79
2,1,3,1,0.87,3,1,2.21
4,1,3,13,0.92,1,1,2.82
4,2,1,4,1.75,1,2,3.67
2,2,4,16,1.17,1,2,3.91
2,1,3,9,1.52,0,3,1.09
3,2,3,5,1.28,3,2,6.58
1,2,2,6,0.97,2,2,4.96
3,2,3,12,1.42,2,2,4.43
3,2,3,22,1.54,3,1,5.31
2,2,4,7,1.47,1,1,0.5
2,1,3,8,1.42,2,2,4.11
3,3,2,5,0.84,1,0,5.07
4,3,2,14,1.4,1,2,5.19
4,1,3,19,1.88,1,1,1.88
1,1,4,12,0.61,3,3,3.9
3,3,4,24,0.52,0,2,2.94
4,2,3,11,1.42,3,3,9.82
2,3,3,18,1.16,0,0,0.5
4,2,4,14,1.7,0,2,4.51
4,3,1,6,0.81,2,0,7.42
1,3,2,23,1.92,1,3,3.79
2,3,1,6,1.76,3,3,6.45
4,1,3,10,1.75,3,0,4.55
3,1,3,12,1.37,1,1,1.36
1,3,2,0,1.81,1,0,0.5
4,1,3,0,1.3,0,2,4.35
3,2,2,14,0.99,0,0,3.07
3,3,1,14,1.41,2,2,7.51
4,1,4,20,0.74,0,1,0.91
4,2,3,4,1.76,0,1,2.16
3,1,4,13,1.19,2,0,2.85
1,2,2,18,1.96,0,1,0.5
2,3,1,20,1.67,1,0,2.85
1,3,3,21,0.75,3,0,5.61
2,1,4,7,0.74,3,3,6.33
4,3,2,19,0.74,3,1,8.24
1,2,3,1,0.64,3,2,6.19
3,3,2,10,1.52,3,2,8.48
1,1,2,1,1.75,1,3,3.05
1,3,3,19,0.71,1,3,3.1
3,1,1,6,0.56,2,2,4.8
3,2,4,12,1.12,1,3,4.95
1,3,3,20,0.96,3,1,3.57
2,3,4,25,1.91,0,3,3.22
2,3,3,8,1.7,3,3,8.31
4,1,2,13,1.35,1,1,2.67
3,2,3,9,1.21,0,3,2.93
1,2,3,2,1.88,2,0,2.43
3,3,4,21,1.67,1,1,1.49
3,2,2,15,0.69,1,0,4.8
2,2,3,24,1.93,3,2,4.98
4,3,3,15,0.96,2,1,6.62
4,3,3,3,1.14,3,3,9.87
2,3,3,1,1.22,0,0,0.5
3,2,4,1,0.6,3,2,6.88
4,3,1,17,0.6,0,1,2.78
2,2,3,8,0.82,3,0,5.49
2,1,4,14,1.8,0,1,0.5
2,1,4,22,0.52,1,1,0.5
2,1,2,19,0.58,3,0,5.8
1,2,1,20,1.33,0,0,0.89
2,3,4,1,1.13,1,2,2.74
1,3,3,11,1.72,2,3,4.85
3,2,4,11,1.65,1,1,1.88
3,1,4,13,1.64,1,1,1.93
4,2,1,2,0.61,0,3,6.12
3,2,1,9,1.91,0,0,2.17
2,3,4,25,0.98,1,0,2.11
3,3,1,19,1.66,3,2,7.63
1,3,1,22,0.57,2,2,6.9
4,1,1,20,1.88,0,2,4.38
3,1,1,1,0.5,2,2,5.65
3,1,2,1,1.95,0,0,2.27
1,2,3,0,1.28,1,0,0.61
2,1,2,18,0.85,1,1,0.5
2,1,4,25,0.93,2,2,4.7
1,1,4,9,1.08,2,1,1.98
4,2,2,1,1.7,0,0,2.16
4,3,3,8,0.59,2,3,9.31
1,2,1,0,1.73,1,1,0.5
3,2,3,14,0.68,1,3,5.22
1,2,4,21,1.91,0,1,0.5
2,1,1,17,1.83,2,2,3.27
2,2,2,4,1.86,0,2,1.22
4,1,1,9,1.71,1,2,3.18
2,3,3,11,1.8,1,0,2.07
3,1,2,25,1.37,3,3,7.54
3,1,2,24,1.9,2,1,3.87
3,2,2,8,1.26,0,0,3.43
4,1,4,17,0.91,2,0,4.78
1,2,3,11,1.53,0,3,0.5
4,3,4,5,1.23,2,0,4.75
2,1,2,25,1.06,2,2,5.39
1,3,1,16,1.37,2,0,4.1
2,3,1,10,1.22,1,3,4.68
4,2,4,7,1.88,3,0,5.52
1,3,3,22,2.0,2,0,2.61
2,2,3,4,0.57,0,1,0.5
4,1,4,13,0.92,3,1,4.26
3,2,3,14,0.76,1,1,3.1
4,1,2,10,1.74,0,2,4.18
2,2,1,7,0.9,0,1,0.5
4,1,1,5,0.82,3,2,7.78
1,2,1,20,1.96,2,0,2.29
2,2,1,22,0.92,0,1,0.5
4,3,2,11,1.94,0,3,4.94
4,1,2,13,1.99,3,3,7.3
3,3,3,5,1.76,2,0,3.96
3,1,3,6,1.14,2,3,6.96
3,3,4,5,1.4,1,0,2.94
1,1,1,10,1.04,1,0,0.5
3,3,1,21,0.94,0,1,2.71
1,3,3,8,1.2,3,1,4.71
3,1,2,23,1.96,2,2,4.51
2,2,4,2,1.35,0,3,1.89
1,1,3,3,0.54,1,2,2.15
2,2,3,21,0.95,2,1,3.89
1,2,3,14,1.38,0,3,2.1
1,1,3,6,1.55,0,1,0.5
2,3,4,14,1.29,0,1,0.5
3,2,1,18,1.42,1,0,4.64
2,1,3,11,0.73,2,3,5.87
2,2,1,5,1.42,3,3,5.86
3,3,1,16,0.58,1,1,4.87
4,3,4,5,1.7,1,0,3.17
4,1,2,1,1.57,3,1,4.3
2,1,3,0,1.02,0,3,3.01
2,2,1,25,1.08,3,3,7.9
4,3,1,4,1.98,1,0,4.04
4,3,2,19,1.32,1,3,6.89
2,1,4,21,1.52,0,1,0.5
3,1,3,7,0.64,0,2,3.83
4,3,1,6,0.81,2,1,6.78
4,2,2,23,1.81,0,2,4.74
3,1,3,14,1.43,2,3,6.17
4,3,3,1,1.85,1,2,4.09
1,3,4,18,1.22,2,2,3.75
1,3,3,16,1.86,0,0,0.5
4,3,1,22,0.85,0,2,4.84
1,1,4,22,1.38,2,2,3.0
2,1,2,6,1.95,3,0,4.17
1,1,2,17,1.84,0,2,0.5
3,3,4,3,1.31,0,2,3.22
2,2,4,22,1.17,3,1,3.2
2,3,3,8,1.47,2,1,2.79
3,3,4,11,1.31,1,1,0.68
2,1,3,14,1.65,1,3,2.69
3,1,3,2,1.02,2,2,6.41
2,2,2,3,0.56,1,2,3.88
4,3,2,23,1.67,2,3,8.83
2,3,3,23,1.82,2,3,7.61
3,2,1,16,1.47,2,3,7.36
1,1,4,22,0.96,0,0,0.5
2,3,3,15,1.87,3,3,6.16
4,1,1,11,0.5,2,2,8.26
4,2,3,22,1.76,1,1,3.33
4,2,4,23,1.43,1,0,3.17
4,3,3,25,0.97,3,1,5.36
1,2,2,4,1.3,2,2,4.57
4,1,3,23,1.99,2,1,3.53
1,2,4,17,0.89,2,1,3.05
1,3,4,9,1.42,3,3,7.2
4,3,3,7,0.72,0,0,2.84
4,2,3,2,1.92,2,1,5.09
2,2,4,21,1.41,0,2,1.29
1,2,2,13,1.38,2,1,3.01
3,2,1,22,0.72,1,3,6.95
1,3,1,0,1.97,3,0,5.29
2,3,4,22,0.88,3,1,4.91
2,1,4,22,1.93,0,0,0.5
4,1,2,14,1.3,1,3,4.18
2,3,1,13,0.75,0,3,5.12
1,3,2,15,0.99,1,2,1.49
2,2,2,13,1.91,2,0,4.48
3,2,2,24,0.96,0,0,3.18
4,2,1,25,1.5,1,0,4.13
3,1,2,0,1.86,2,1,3.42
1,1,4,14,1.83,2,0,2.16
1,1,4,1,0.9,1,0,1.12
2,3,4,10,1.47,1,1,0.5
3,3,2,13,1.71,2,0,4.81
2,2,4,21,1.23,0,2,0.64
2,3,2,8,1.65,0,0,2.69
4,2,1,10,0.94,2,1,6.55
4,3,1,6,1.42,1,0,5.41
4,3,4,21,1.97,2,1,5.91
4,2,3,5,1.37,3,0,6.91
1,3,1,8,0.95,3,2,5.75
1,3,1,8,1.86,1,3,3.3
4,2,1,12,1.6,2,0,5.77
1,3,2,4,0.61,3,1,3.67
1,2,2,17,0.64,2,1,1.67
3,3,4,23,1.87,2,2,5.2
1,1,1,0,0.89,2,2,2.39
4,2,1,12,1.99,2,3,7.76
2,1,4,3,0.91,0,3,3.3
1,2,3,19,1.42,0,0,0.5
2,3,4,13,0.87,3,1,4.28
2,1,4,24,1.99,1,3,2.1
2,3,4,4,1.9,3,3,5.41
3,1,3,24,1.98,2,1,2.85
3,2,3,8,1.42,3,2,6.15
2,1,3,14,1.82,3,2,3.36
4,2,4,9,1.66,2,1,4.59
3,2,3,22,0.63,0,3,2.78
3,2,2,21,1.16,1,0,4.56
4,1,2,25,1.15,0,2,4.52
1,2,3,5,1.18,1,1,0.5
4,2,4,10,1.88,2,0,3.76
2,3,1,2,1.28,2,3,7.21
4,1,1,17,1.6,3,2,7.78
2,3,1,2,1.17,0,2,2.45
2,1,3,16,0.71,2,3,5.45
3,1,4,25,0.52,2,3,7.39
1,1,3,20,0.56,0,2,1.82
2,1,2,7,0.77,0,3,3.64
4,1,3,5,0.78,1,0,3.2
1,2,3,2,1.36,1,2,1.55
2,3,3,14,1.84,1,0,1.42
4,1,3,11,1.56,0,3,4.62
1,2,2,18,1.77,0,0,0.5
3,3,4,4,1.98,3,0,6.34
1,1,2,0,1.98,2,3,5.14
3,2,1,23,1.34,1,3,6.69
4,1,4,7,0.83,3,0,5.01
3,3,1,25,1.78,3,1,5.26
2,3,1,24,1.58,3,2,7.95
4,1,2,7,1.54,1,2,5.66
3,2,4,10,1.87,2,1,4.39
3,1,2,9,1.23,1,0,3.48
1,3,1,12,1.65,0,3,2.58
4,1,1,16,0.8,1,2,6.28
4,3,4,7,1.89,2,1,6.09
1,3,2,7,1.02,2,0,4.92
4,1,1,15,1.94,2,0,5.88
1,3,4,4,0.76,1,2,1.34
4,1,2,21,1.91,0,2,2.7
1,1,2,2,1.99,1,3,1.89
3,3,2,1,1.42,3,0,7.03
3,2,4,24,0.65,3,2,6.23
2,1,3,11,0.98,2,2,2.74
1,3,1,4,0.84,0,0,2.59
4,1,1,10,1.91,3,1,5.05
2,2,3,8,1.2,1,2,2.33
2,2,3,15,1.65,0,0,0.9
3,1,4,18,0.55,1,2,3.26
3,1,4,16,1.28,3,3,8.14
4,2,3,21,1.87,1,1,3.52
2,3,1,22,1.03,3,3,8.16
3,3,4,13,1.37,2,3,7.97
4,1,4,6,1.99,1,1,0.5
2,1,3,12,0.98,3,1,3.97
1,2,1,1,0.98,3,2,4.72
2,2,3,16,1.25,3,1,3.2
4,1,2,4,1.08,2,3,6.18
1,1,2,15,0.74,3,3,4.9
2,1,4,8,0.75,1,0,1.14
2,2,4,18,0.51,1,0,0.74
3,2,2,16,1.78,0,3,5.15
1,1,4,19,0.85,3,0,3.51
3,2,3,24,1.92,1,0,2.86
4,3,2,10,1.07,1,3,7.08
3,3,1,11,1.91,2,1,4.68
4,1,1,9,1.48,2,0,4.88
1,1,2,14,0.99,0,3,2.68
2,2,4,7,1.69,0,0,0.5
1,2,1,8,1.07,3,2,5.69
2,2,3,0,1.24,0,3,1.89
3,3,1,8,1.78,1,2,4.15
4,2,3,1,0.71,0,1,2.76
1,1,3,8,0.89,0,1,0.5
3,2,4,23,1.04,2,0,4.17
1,1,1,4,0.89,3,3,5.77
1,1,1,25,1.78,0,0,0.5
1,1,4,15,0.55,0,1,0.5
1,3,4,23,0.87,2,0,2.44
2,2,4,25,1.4,1,0,1.87
4,2,1,4,1.36,2,0,6.89
1,1,3,22,1.56,1,1,0.5
3,2,4,9,1.39,0,2,0.89
1,3,4,6,1.35,2,2,4.89
2,3,2,3,1.71,0,1,0.5
4,3,4,20,0.51,3,2,7.29
3,2,2,0,1.22,1,0,1.8
3,2,4,11,1.42,3,3,7.12
4,1,1,24,1.78,3,0,5.04
1,3,4,23,0.96,2,3,6.7
1,2,1,14,0.7,1,0,1.24
2,1,2,0,1.68,0,1,0.5
2,2,1,11,0.77,2,0,3.14
2,3,1,22,1.82,2,3,7.3
2,2,1,17,1.95,0,3,2.56
2,3,2,10,0.97,2,1,4.98
3,3,4,13,1.63,0,3,3.11
1,1,1,8,1.49,2,0,1.59
1,2,2,15,1.58,3,3,4.51
1,2,2,3,0.91,0,2,0.5
1,2,3,10,0.53,3,3,6.38
4,1,1,21,0.87,1,0,4.57
3,2,2,23,0.88,3,2,7.93
4,3,2,24,0.79,2,0,8.46
4,3,1,16,1.9,1,0,5.78
4,1,2,6,1.0,1,2,3.2
4,3,2,18,1.01,2,3,9.41
3,2,4,11,0.91,2,0,4.42
2,3,4,12,1.89,1,1,0.5
3,3,1,10,1.51,0,0,4.26
1,3,2,20,1.41,3,2,6.45
3,2,2,23,1.73,3,2,7.36
3,1,4,19,1.27,1,1,0.72
2,2,3,22,0.96,3,0,4.45
1,2,1,20,1.17,0,1,0.5
2,3,4,7,0.85,2,0,5.89
2,2,1,14,1.83,3,1,5.07
3,2,1,25,0.52,1,1,2.18
2,1,4,10,0.79,3,0,3.82
2,2,1,6,1.32,3,1,4.13
4,3,1,19,0.52,1,3,7.42
1,2,2,11,1.56,0,1,0.5
2,1,1,5,0.7,0,3,1.81
3,1,4,11,1.14,2,0,4.04
2,1,3,5,1.91,0,1,0.5
4,2,4,20,1.2,0,0,1.16
4,1,2,2,0.5,1,0,4.6
4,3,3,22,0.9,1,0,3.71
2,2,3,8,1.36,1,1,0.5
1,2,3,6,0.73,0,2,2.02
4,1,2,21,1.53,2,3,7.36
1,2,1,13,1.44,1,3,3.29
2,1,2,3,0.57,0,1,0.96
2,3,4,23,0.75,1,0,2.23
4,1,3,19,1.06,2,0,6.45
4,3,3,1,1.06,1,0,5.2
3,3,4,0,1.73,0,1,2.28
4,1,1,23,1.47,3,1,5.65
3,1,2,21,1.71,3,1,3.32
3,3,2,11,1.33,2,1,5.31
3,2,4,1,1.08,3,1,5.04
4,2,1,12,1.74,1,0,4.96
3,1,3,0,0.63,1,1,0.74
4,1,3,15,1.23,1,0,4.09
3,2,1,7,1.64,2,0,5.85
2,1,4,22,1.46,1,2,2.95
1,2,2,0,1.17,1,3,2.87
3,1,2,25,1.47,2,3,7.5
3,1,3,16,1.63,1,1,1.93
2,2,1,25,1.13,0,3,3.3
3,2,2,10,1.02,1,3,6.48
3,1,1,10,1.25,1,0,1.38
4,2,3,11,0.51,3,3,7.71
3,2,3,12,1.34,1,1,3.01
4,3,1,21,0.56,0,3,7.7
2,2,2,8,1.89,2,2,4.57
1,1,3,19,1.14,2,3,4.17
1,2,2,1,1.98,3,3,5.52
2,2,3,13,1.38,3,1,3.88
3,1,1,13,1.78,0,0,1.02
1,1,1,9,0.74,0,3,0.87
4,2,4,3,1.54,0,2,4.34
3,1,2,1,1.47,1,0,0.78
2,3,2,12,1.45,2,2,4.4
2,1,2,3,1.83,2,0,4.08
2,3,4,2,1.64,2,3,6.24
2,3,2,2,1.93,1,0,3.66
3,1,4,0,1.58,1,3,2.23
2,1,3,9,1.43,2,3,5.76
3,1,2,20,1.58,3,1,4.45
2,1,3,5,1.65,1,1,0.5
1,2,1,10,1.97,0,1,0.5
1,2,2,12,1.92,1,0,1.02
3,3,1,24,1.82,0,3,6.07
1,2,2,8,1.49,1,2,1.96
2,3,1,16,0.58,2,0,6.67
2,1,4,6,1.3,1,3,1.48
4,2,3,3,0.52,0,0,4.46
2,1,4,18,0.54,1,2,1.07
1,1,2,3,1.02,1,3,2.97
1,1,4,21,1.96,2,1,0.5
3,2,4,5,1.63,0,0,0.5
4,1,4,13,1.93,0,1,0.97
4,2,3,21,1.01,2,0,6.47
3,2,3,13,1.23,0,3,4.51
1,3,1,9,0.9,0,1,0.5
1,3,2,23,1.61,0,2,0.5
3,2,1,17,1.88,1,1,3.09
2,2,3,6,1.71,0,3,2.93
4,2,4,23,1.02,2,3,7.41
1,2,4,10,0.58,3,2,5.38
4,1,1,21,1.53,0,0,3.77
3,3,1,0,1.87,3,1,5.11
4,2,2,0,1.52,0,2,4.01
1,1,2,10,1.06,0,1,0.5
2,1,2,10,1.78,2,1,3.21
2,3,3,9,1.61,3,3,8.65
2,3,1,4,0.51,3,0,7.62
4,3,3,3,1.94,2,2,6.31
4,3,1,25,0.66,2,2,7.96
4,3,1,24,1.68,3,1,8.03
3,2,3,24,0.95,2,2,4.54
4,2,3,16,1.03,2,2,6.99
2,2,1,24,0.64,1,3,5.19
2,1,2,6,1.19,0,1,0.5
3,1,4,11,0.82,3,3,8.04
3,3,3,7,0.76,2,3,8.35
2,3,4,22,1.6,3,3,7.02
1,2,2,1,1.08,3,0,5.27
3,1,4,24,0.51,0,3,1.89
4,3,3,17,1.69,2,2,5.71
4,3,4,22,1.79,1,0,4.55
2,2,2,0,0.72,3,3,7.1
2,3,2,2,1.63,3,1,5.86
1,3,4,11,1.87,1,3,3.22
1,3,3,8,1.22,3,3,7.31
2,1,1,3,1.69,2,2,5.78
4,1,2,14,1.74,3,0,6.34
3,2,1,11,1.03,1,1,1.68
4,2,3,25,0.74,0,3,5.34
4,2,3,6,0.67,1,0,4.01
1,3,4,16,1.6,2,1,3.42
1,2,3,11,0.6,0,2,0.5
1,1,4,9,0.66,1,2,0.88
4,2,3,6,0.82,2,0,5.5
2,2,4,2,1.71,1,3,2.15
1,3,1,24,1.72,2,2,6.01
3,1,1,2,1.76,2,2,6.13
4,3,3,10,1.7,0,1,1.79
3,3,2,10,1.31,2,3,8.92
4,2,3,12,0.96,1,1,2.88
3,1,4,2,1.87,2,1,2.15
4,1,4,20,1.28,0,0,2.48
4,1,2,16,0.79,0,2,2.27
4,3,1,5,1.79,0,1,3.62
2,3,3,21,0.69,1,1,0.5
3,1,3,9,1.57,0,2,0.91
4,1,3,11,1.03,1,2,3.7
3,2,3,16,1.81,3,1,5.62
4,3,1,10,0.86,0,1,4.78
1,1,2,9,0.89,2,2,4.58
2,1,1,9,1.07,0,0,1.06
1,1,4,2,1.84,3,2,2.78
1,2,2,21,1.99,1,1,0.5
1,2,2,3,1.16,1,3,3.67
2,1,4,1,0.98,2,3,4.26
1,1,1,21,1.12,1,0,0.5
4,2,2,25,1.81,1,3,4.72
3,2,2,16,1.22,0,1,2.04
3,1,4,16,1.79,3,2,4.8
1,2,3,23,1.07,2,3,6.12
4,2,4,16,2.0,1,1,1.92
3,1,2,7,1.44,1,2,3.26
3,1,3,19,0.97,3,1,3.36
2,1,2,17,0.59,0,3,3.43
2,1,2,24,0.69,3,3,7.02
1,3,4,10,1.38,2,2,3.24
4,2,1,3,1.23,1,3,6.83
1,1,3,7,1.61,0,2,0.5
4,2,4,24,0.52,3,3,8.13
2,3,4,4,0.98,1,2,2.65
3,2,2,11,1.93,2,0,3.44
1,1,1,21,0.61,3,2,5.32
2,1,1,3,1.94,0,0,0.83
1,3,4,8,1.19,1,1,0.5
3,2,3,7,0.74,0,1,1.66
3,2,4,16,0.51,1,1,1.32
4,2,1,13,0.65,1,1,2.24
2,1,3,19,1.11,0,2,0.71
2,3,1,11,1.79,2,2,4.59
3,3,4,2,1.04,0,0,0.85
3,1,2,3,0.92,0,2,3.28
4,1,4,13,1.84,3,3,7.81
1,2,2,20,1.23,2,3,6.32
2,3,1,14,0.87,2,3,8.29
1,1,2,19,1.69,2,1,0.5
4,2,4,11,1.76,2,3,6.57
1,2,1,5,1.09,3,1,4.65
4,1,4,0,0.64,0,1,0.64
1,2,3,20,1.71,0,1,0.5
2,2,4,6,0.71,2,0,2.93
3,2,1,10,0.58,3,0,7.72
3,3,1,19,1.86,1,3,5.51
1,3,4,6,0.85,2,1,2.86
3,3,1,12,1.41,2,1,3.75
3,1,4,5,1.36,2,2,5.97
1,2,3,19,1.88,1,3,2.52
3,1,3,17,1.49,0,0,0.65
4,3,4,12,0.74,1,3,6.44
3,1,4,23,1.52,2,0,2.41
1,3,4,7,0.62,1,0,1.76
4,1,3,5,1.1,1,0,4.2
4,3,1,13,0.71,3,1,8.44
3,3,2,23,0.77,3,1,5.58
4,2,3,20,1.37,3,1,6.32
3,3,2,7,1.24,0,1,1.98
4,3,2,16,0.52,0,2,3.77
1,2,1,23,0.61,3,1,2.69
2,3,2,25,0.71,1,3,5.76
1,1,1,21,0.8,3,3,5.76
2,2,4,19,0.94,3,1,3.9
3,2,2,25,1.02,1,1,1.65
3,1,2,5,0.52,2,3,6.97
2,3,4,2,1.0,1,1,1.96
3,3,1,10,1.78,0,1,3.2
3,1,3,8,1.02,2,0,4.72
4,2,1,15,1.42,3,1,6.68
1,1,2,13,1.56,0,1,0.5
1,1,3,12,1.64,2,2,3.0
3,1,2,24,1.03,1,2,4.34
2,3,1,12,1.56,2,3,6.45
2,1,2,21,0.98,1,3,4.87
1,2,1,1,1.37,1,1,1.43
4,3,1,19,1.58,2,1,5.63
3,1,3,8,0.71,3,0,3.89
1,1,3,9,1.25,0,0,0.5
2,3,1,10,1.86,1,3,3.95
4,1,2,15,1.88,2,3,6.98
1,3,1,14,0.62,3,2,6.89
3,3,1,21,0.73,0,3,5.58
1,1,3,16,0.82,3,2,5.26
4,3,4,3,1.58,1,2,4.33
4,1,3,5,1.08,3,2,7.07
4,1,4,25,1.89,3,2,6.77
1,3,3,24,1.43,0,2,0.5
3,1,4,11,1.26,2,2,4.58
1,3,1,13,0.63,0,1,0.5
4,3,4,4,1.72,0,1,3.25
2,1,1,1,1.29,1,2,1.5
2,2,1,14,1.73,2,2,5.17
4,3,1,4,0.78,1,0,5.75
1,1,4,24,1.18,0,3,1.12
4,3,2,5,1.63,0,1,1.74
4,3,2,24,0.76,2,1,7.53
2,1,4,10,1.42,1,0,0.5
4,2,2,2,1.83,1,2,5.39
4,2,4,2,1.63,1,0,3.11
4,2,1,15,1.06,2,0,6.8
3,2,2,8,0.81,1,1,1.87
1,1,3,20,0.7,1,1,0.5
4,2,2,13,1.48,2,0,6.81
1,1,1,22,0.77,2,3,4.94
3,3,3,8,1.45,1,2,5.27
1,2,3,5,0.76,2,3,6.46
2,3,3,20,0.67,0,3,2.71
4,3,4,17,1.35,2,1,5.93
2,1,4,5,1.29,2,0,3.16
1,3,1,17,1.11,2,0,3.59
2,2,3,8,0.95,3,2,6.42
